,Date,Brand,Product,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall Category,Year,Month
5918,2021-08-02,ROSENBAUER,Truck - Med. & H.D. recalled by ROSENBAUER,Structure,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5919,2021-08-02,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Electrical,6,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,August
5920,2021-08-02,TESLA,Car recalled by TESLA,Brakes,5,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5921,2021-08-03,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5922,2021-08-03,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,12,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5923,2021-08-03,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,16,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5924,2021-08-03,CFMOTO,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Steering,2,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5925,2021-08-04,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Brakes,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5926,2021-08-04,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Fuel Supply,20,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5927,2021-08-04,TIFFIN,Bus recalled by TIFFIN,Fuel Supply,10,Bus,Vehicles - Motorhome,General public,automotive recall,Vehicles,2021,August
5928,2021-08-04,ROSENBAUER,Truck - Med. & H.D. recalled by ROSENBAUER,Fuel Supply,20,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5929,2021-08-04,CHEVROLET,SUV recalled by GENERAL MOTORS,Airbag,6,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5930,2021-08-05,CFMOTO,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Engine,1,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5931,2021-08-05,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5932,2021-08-05,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2021,August
5933,2021-08-06,KTM,Motorcycle recalled by KTM,Engine,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5934,2021-08-06,GASGAS,Competition Vehicle recalled by KTM,Powertrain,5,Competition Vehicle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5935,2021-08-06,TOYOTA,Car recalled by TOYOTA,Fuel Supply,2,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5936,2021-08-06,PORSCHE,SUV recalled by PORSCHE,Engine,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5937,2021-08-06,DUCATI,Motorcycle recalled by DUCATI,Brakes,20,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5938,2021-08-06,LAND ROVER,SUV recalled by LAND ROVER,Other,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5939,2021-08-06,KAWASAKI,Motorcycle recalled by KAWASAKI,Wheels,4,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5940,2021-08-06,KAWASAKI,Motorcycle recalled by KAWASAKI,Engine,7,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5941,2021-08-06,KTM,Motorcycle recalled by KTM,Fuel Supply,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5942,2021-08-06,Husqvarna,Competition Vehicle recalled by KTM,Electrical,2,Competition Vehicle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5943,2021-08-06,KTM,Motorcycle recalled by KTM,Brakes,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5944,2021-08-06,Husqvarna,Motorcycle recalled by KTM,Fuel Supply,5,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5945,2021-08-06,ISUZU,Truck - Med. & H.D. recalled by DANA LAVAL ULC,Electrical,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5946,2021-08-09,AUDI,Car recalled by VOLKSWAGEN,Airbag,10,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5947,2021-08-09,KIA,Minivan recalled by KIA,Fuel Supply,2,Minivan,Transport Canada,General public,automotive recall,Vehicles,2021,August
5948,2021-08-09,ENTEGRA COACH,Motorhome recalled by JAYCO,Engine,10,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,August
5949,2021-08-10,HEARTLAND,RV Trailer recalled by HEARTLAND,Structure,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,August
5950,2021-08-11,MITSUBISHI,SUV recalled by MITSUBISHI,Seats And Restraints,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5951,2021-08-11,LAMBORGHINI,SUV recalled by LAMBORGHINI,Seats And Restraints,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5952,2021-08-11,BENTLEY,SUV recalled by BENTLEY,Seats And Restraints,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5953,2021-08-11,LAND ROVER,SUV recalled by LAND ROVER,Lights And Instruments,3,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5954,2021-08-11,PORSCHE,Car recalled by PORSCHE,Seats And Restraints,14,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5955,2021-08-11,AUDI,Car recalled by VOLKSWAGEN,Seats And Restraints,23,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5956,2021-08-11,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Seats And Restraints,4,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5957,2021-08-11,HEARTLAND,RV Trailer recalled by HEARTLAND,Accessories,7,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,August
5958,2021-08-12,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Suspension,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5959,2021-08-12,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,15,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5960,2021-08-12,DUCATI,Motorcycle recalled by DUCATI,Brakes,15,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5961,2021-08-13,MCLAREN,Car recalled by MCLAREN,Brakes,3,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5962,2021-08-13,MASERATI,Car recalled by MASERATI,Label,2,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5963,2021-08-13,AUDI,SUV recalled by VOLKSWAGEN,Airbag,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5964,2021-08-13,BMW,Car recalled by BMW,Brakes,11,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,August
5965,2021-08-16,BMW,SUV recalled by BMW,Airbag,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5966,2021-08-17,CFMOTO,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Engine,5,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2021,August
5967,2021-08-17,CADILLAC,SUV recalled by GENERAL MOTORS,Suspension,8,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5968,2021-08-17,CADILLAC,Car recalled by GENERAL MOTORS,Airbag,6,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5969,2021-08-17,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Electrical,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5970,2021-08-18,KIA,Car recalled by KIA,Engine,3,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5971,2021-08-19,MIDLAND,Equipment recalled by MIDLAND,Other,6,Equipment,Vehicles - Heavy Trailer,General public,automotive recall,Vehicles,2021,August
5972,2021-08-20,POLARIS,Three Wheeled Vehicle recalled by POLARIS,Electrical,5,Three Wheeled Vehicle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5973,2021-08-20,BMW,SUV recalled by BMW,Label,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5974,2021-08-20,MIDLAND,Heavy Trailer recalled by MIDLAND,Suspension,6,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,August
5975,2021-08-23,MERCEDES-BENZ,SUV recalled by MERCEDES-BENZ,Airbag,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5976,2021-08-23,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Airbag,16,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5977,2021-08-24,TOYOTA,Car recalled by TOYOTA,Brakes,2,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5978,2021-08-26,TRIUMPH,Motorcycle recalled by TRIUMPH,Engine,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5979,2021-08-26,TRIUMPH,Motorcycle recalled by TRIUMPH,Accessories,10,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,August
5980,2021-08-26,ENTEGRA COACH,Motorhome recalled by JAYCO,Structure,9,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,August
5981,2021-08-26,ENTEGRA COACH,Motorhome recalled by JAYCO,Airbag,6,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,August
5982,2021-08-26,ENTEGRA COACH,Motorhome recalled by JAYCO,Structure,10,Motorhome,Vehicles - RV Trailer,General public,automotive recall,Vehicles,2021,August
5983,2021-08-27,CHEVROLET,Car recalled by GENERAL MOTORS,Seats And Restraints,7,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5984,2021-08-27,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5985,2021-08-27,FORD,SUV recalled by FORD,Airbag,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5986,2021-08-27,FORD,Light Truck & Van recalled by FORD,Seats And Restraints,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,August
5987,2021-08-31,HERCULES,Tire recalled by COOPER TIRE,Tires,1,Tire,Transport Canada,General public,automotive recall,Vehicles,2021,August
5988,2021-08-31,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,August
5989,2021-08-31,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,August
5990,2021-08-31,TRIPLE E,Heavy Trailer recalled by TRIPLE E,Accessories,121,Heavy Trailer,Vehicles - Light Trailer,General public,automotive recall,Vehicles,2021,August
5991,2021-08-31,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Lights And Instruments,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,August
5992,2021-08-31,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2021,August
5993,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5994,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Structure,5,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5995,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5996,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5997,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5998,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
5999,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6000,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6001,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Structure,2,Motorhome,Vehicles - RV Chassis,General public,automotive recall,Vehicles,2021,September
6002,2021-09-01,KZ RV,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Accessories,75,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6003,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6004,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6005,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6006,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Label,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6007,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Seats And Restraints,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6008,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6009,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Accessories,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6010,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6011,2021-09-01,KZ RV,Motorhome recalled by KZ  RECREATIONAL VEHICLES,Accessories,8,Motorhome,Vehicles - RV Trailer,General public,automotive recall,Vehicles,2021,September
6012,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Lights And Instruments,8,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6013,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Lights And Instruments,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6014,2021-09-01,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6015,2021-09-02,INDIAN,Motorcycle recalled by POLARIS,Brakes,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,September
6016,2021-09-02,INDIAN,Equipment recalled by POLARIS,Accessories,7,Equipment,Transport Canada,General public,automotive recall,Vehicles,2021,September
6017,2021-09-02,INDIAN,Motorcycle recalled by POLARIS,Brakes,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,September
6018,2021-09-03,LEXUS,Car recalled by TOYOTA,Electrical,69,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6019,2021-09-03,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2021,September
6020,2021-09-07,SUBARU,Car recalled by SUBARU,Suspension,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6021,2021-09-07,TOYOTA,Light Truck & Van recalled by TOYOTA,Lights And Instruments,4,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,September
6022,2021-09-07,FOREST RIVER,Motorhome recalled by FOREST RIVER,Fuel Supply,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6023,2021-09-09,TIFFIN,Bus recalled by TIFFIN,Engine,3,Bus,Vehicles - Motorhome,General public,automotive recall,Vehicles,2021,September
6024,2021-09-09,MACK,Truck - Med. & H.D. recalled by MACK,Brakes,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,September
6025,2021-09-10,AUDI,Car recalled by VOLKSWAGEN,Airbag,9,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6026,2021-09-10,NEWMAR,Motorhome recalled by NEWMAR,Other,29,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6027,2021-09-10,MASERATI,Car recalled by MASERATI,Seats And Restraints,3,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,September
6028,2021-09-14,AIRSTREAM,RV Trailer recalled by AIRSTREAM,Other,4,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6029,2021-09-14,MERCEDES-BENZ,SUV recalled by MERCEDES-BENZ,Label,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,September
6030,2021-09-16,NOVA BUS,Bus recalled by NOVA BUS,Steering,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,September
6031,2021-09-17,VOLVO,SUV recalled by VOLVO,Brakes,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,September
6032,2021-09-17,ALEXANDER DENNIS,Bus recalled by ALEXANDER DENNIS,Steering,3,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,September
6033,2021-09-17,LEISURE TRAVEL VANS,Motorhome recalled by TRIPLE E,Electrical,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6034,2021-09-17,HONDA,Competition Vehicle recalled by HONDA,Lights And Instruments,15,Competition Vehicle,Vehicles - Motorcycle,General public,automotive recall,Vehicles,2021,September
6035,2021-09-17,VOLKSWAGEN,Car recalled by VOLKSWAGEN,Brakes,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6036,2021-09-17,VAC-TRON,Equipment recalled by VERMEER,Lights And Instruments,5,Equipment,Transport Canada,General public,automotive recall,Vehicles,2021,September
6037,2021-09-20,FORD,Light Truck & Van recalled by FORD,Brakes,3,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,September
6038,2021-09-22,PORSCHE,Car recalled by PORSCHE,Brakes,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6039,2021-09-23,TOYOTA,Car recalled by TOYOTA,Visual System,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6040,2021-09-23,TITAN,Heavy Trailer recalled by TITAN TRAILER,Brakes,1,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6041,2021-09-23,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,September
6042,2021-09-23,FONTAINE,Heavy Trailer recalled by FONTAINE TRAILERS,Structure,2,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6043,2021-09-23,DRV,RV Trailer recalled by DRV LUXURY SUITES,Brakes,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6044,2021-09-24,NEWMAR,Motorhome recalled by NEWMAR,Brakes,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,September
6045,2021-09-24,PETERBILT,Truck - Med. & H.D. recalled by PACCAR,Brakes,8,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,September
6046,2021-09-27,KIA,Minivan recalled by KIA,Lights And Instruments,3,Minivan,Transport Canada,General public,automotive recall,Vehicles,2021,September
6047,2021-09-27,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,3,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,September
6048,2021-09-27,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Structure,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,September
6049,2021-09-27,VOLVO,Bus recalled by VOLVO TRUCKS,Other,2,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,September
6050,2021-09-28,KTM,Motorcycle recalled by KTM,Brakes,6,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,September
6051,2021-09-28,BENTLEY,SUV recalled by BENTLEY,Brakes,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,September
6052,2021-09-29,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Tires,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6053,2021-09-29,KEYSTONE,RV Trailer recalled by KEYSTONE,Suspension,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,September
6054,2021-10-01,NOVA BUS,Bus recalled by NOVA BUS,Emissions,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6055,2021-10-01,FORD,SUV recalled by FORD,Fuel Supply,3,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6056,2021-10-04,NISSAN,SUV recalled by NISSAN,Structure,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6057,2021-10-04,GMC,SUV recalled by GENERAL MOTORS,Tires,3,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6058,2021-10-04,TOYOTA,Car recalled by TOYOTA,Powertrain,2,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6059,2021-10-04,DRV,RV Trailer recalled by DRV LUXURY SUITES,Brakes,4,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,October
6060,2021-10-04,CADILLAC,SUV recalled by GENERAL MOTORS,Fuel Supply,5,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6061,2021-10-04,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,October
6062,2021-10-04,MAZDA,Car recalled by MAZDA,Fuel Supply,5,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6063,2021-10-05,TIFFIN,Motorhome recalled by TIFFIN,Lights And Instruments,9,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6064,2021-10-05,CFMOTO,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Engine,1,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2021,October
6065,2021-10-07,DUCATI,Motorcycle recalled by DUCATI,Brakes,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,October
6066,2021-10-07,COOPER,Tire recalled by COOPER TIRE,Tires,2,Tire,Transport Canada,General public,automotive recall,Vehicles,2021,October
6067,2021-10-08,CHEVROLET,Car recalled by GENERAL MOTORS,Electrical,3,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6068,2021-10-12,NEWMAR,Motorhome recalled by NEWMAR,Lights And Instruments,17,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6069,2021-10-13,HEARTLAND,RV Trailer recalled by HEARTLAND,Other,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,October
6070,2021-10-14,HYUNDAI,SUV recalled by HYUNDAI,Powertrain,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6071,2021-10-14,DUCATI,Motorcycle recalled by DUCATI,Structure,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,October
6072,2021-10-15,STARCRAFT BUS,Bus recalled by FOREST RIVER,Label,40,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6073,2021-10-15,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,5,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,October
6074,2021-10-15,ROSENBAUER,Truck - Med. & H.D. recalled by ROSENBAUER,Structure,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,October
6075,2021-10-15,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Electrical,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2021,October
6076,2021-10-15,BMW,Car recalled by BMW,Fuel Supply,15,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,October
6077,2021-10-15,MAZDA,SUV recalled by MAZDA,Seats And Restraints,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6078,2021-10-15,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Electrical,9,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6079,2021-10-18,EQUIFAB,Light Trailer recalled by EQUIFAB,Lights And Instruments,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,October
6080,2021-10-19,KIA,Car recalled by KIA,Structure,8,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6081,2021-10-20,YAMAHA,Motorcycle recalled by YAMAHA,Electrical,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,October
6082,2021-10-21,MICRO BIRD,Bus recalled by MICRO BIRD,Electrical,8,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6083,2021-10-21,FOUR WINDS,Motorhome recalled by THOR MOTOR COACH,Electrical,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6084,2021-10-21,MICRO BIRD,School Bus recalled by MICRO BIRD,Electrical,8,School Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6085,2021-10-21,THOR MOTOR COACH,Motorhome recalled by THOR MOTOR COACH,Seats And Restraints,6,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6086,2021-10-22,STARCRAFT BUS,Bus recalled by FOREST RIVER,Label,11,Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6087,2021-10-22,STARTRANS BUS,School Bus recalled by FOREST RIVER,Label,4,School Bus,Transport Canada,General public,automotive recall,Vehicles,2021,October
6088,2021-10-22,HME,Truck - Med. & H.D. recalled by HME AHRENS-FOX,Fuel Supply,8,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2021,October
6089,2021-10-22,COACHMEN,Motorhome recalled by FOREST RIVER,Label,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6090,2021-10-22,TIFFIN,Motorhome recalled by TIFFIN,Electrical,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2021,October
6091,2021-10-22,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2021,October
6092,2021-10-22,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6093,2021-10-22,CRUISER RV,RV Trailer recalled by CRUISER RV,Label,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2021,October
6094,2021-10-25,CHEVROLET,Car recalled by GENERAL MOTORS,Accessories,5,Car,Transport Canada,General public,automotive recall,Vehicles,2021,October
6095,2021-10-25,YAMAHA,Motorcycle recalled by YAMAHA,Engine,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2021,October
6096,2021-10-25,VOLVO,Car recalled by VOLVO,Seats And Restraints,11,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2021,October
