,Unnamed: 0,Last_updated,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Published by,Audience,Recall type,Identification number
2140,0,2015-05-19,OPEN RANGE,RV Trailer recalled by OPEN RANGE RV,Vehicle - Accessories,5,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015205
2141,0,2015-05-19,BUICK,Car recalled by GENERAL MOTORS,Vehicle - Engine,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015145
2142,0,2015-05-20,SUBARU,Car recalled by SUBARU,Vehicle - Accessories,10,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2015206
2143,0,2015-05-21,IC BUS,School Bus recalled by NAVISTAR,Vehicle - Electrical,2,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2015170
2144,0,2015-05-22,NEW FLYER,Bus recalled by NEW FLYER,Vehicle - Engine,5,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015212
2145,0,2015-05-22,NEW FLYER,Bus recalled by NEW FLYER,Vehicle - Structure,5,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015215
2146,0,2015-05-22,COACHMEN,RV Trailer recalled by FOREST RIVER,Vehicle - Label,3,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015216
2147,0,2015-05-25,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Engine,1,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015191
2148,0,2015-05-27,CAN-AM,A.T.V. recalled by BOMBARDIER RECREATIONAL PRODUCTS,Vehicle - Accessories,16,Automotive recall,Vehicles - A.T.V.,Transport Canada,General public,automotive recall,2015221
2149,0,2015-05-29,MITSUBISHI,Car recalled by MITSUBISHI,Vehicle - Airbag,5,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015220
2150,0,2015-06-03,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Brakes,7,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2014548
2151,0,2015-06-05,CORBEIL,School Bus recalled by COLLINS BUS CORPORATION,Vehicle - Seats And Restraints,2,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2015195
2152,0,2015-06-08,PREVOST,Bus recalled by PREVOST,Vehicle - Electrical,5,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015239
2153,0,2015-06-08,TIFFIN,Motorhome recalled by TIFFIN,Vehicle - Accessories,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015242
2154,0,2015-06-08,MANAC,Heavy Trailer recalled by MANAC,Vehicle - Brakes,1,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2015043
2155,0,2015-06-08,LEXUS,SUV recalled by TOYOTA,Vehicle - Brakes,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015226
2156,0,2015-06-09,ACURA,Car recalled by HONDA,Vehicle - Steering,13,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2014345
2157,0,2015-06-10,STERLING,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Airbag,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015257
2158,0,2015-06-11,SUBARU,Car recalled by SUBARU,Vehicle - Accessories,4,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015249
2159,0,2015-06-11,CHRYSLER,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Electrical,8,Automotive recall,Vehicles - Minivan,Vehicles - SUV,Transport Canada,automotive recall,2015250
2160,0,2015-06-15,GULF STREAM,RV Trailer recalled by GULF STREAM COACH,Vehicle - Structure,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015260
2161,0,2015-06-17,ACURA,Car recalled by HONDA,Vehicle - Airbag,9,Automotive recall,Vehicles - Car,Vehicles - Minivan,Transport Canada,automotive recall,2013111
2162,0,2015-06-17,ACURA,Car recalled by HONDA,Vehicle - Airbag,12,Automotive recall,Vehicles - Car,Vehicles - Light Truck & Van,Transport Canada,automotive recall,2014242
2163,0,2015-06-17,HOLIDAY RAMBLER,RV Trailer recalled by REV RECREATION GROUP,Vehicle - Accessories,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015213
2164,0,2015-06-17,LAND ROVER,SUV recalled by LAND ROVER,Vehicle - Structure,5,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015259
2165,0,2015-06-18,DUTCHMEN,RV Trailer recalled by KEYSTONE,Vehicle - Structure,12,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015275
2166,0,2015-06-18,STARCRAFT,RV Trailer recalled by JAYCO,Vehicle - Label,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015273
2167,0,2015-06-18,YAMAHA,A.T.V. recalled by YAMAHA,Vehicle - Wheels,2,Automotive recall,Vehicles - A.T.V.,Transport Canada,General public,automotive recall,2015256
2168,0,2015-06-18,FERRARI,Car recalled by FERRARI,Vehicle - Seats And Restraints,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015264
2169,0,2015-06-18,GENIE,Equipment recalled by GENIE INDUSTRIES,Vehicle - Accessories,1,Automotive recall,Vehicles - Equipment,Transport Canada,General public,automotive recall,2015262
2170,0,2015-06-18,FERRARI,Car recalled by FERRARI,Vehicle - Visual System,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015265
2171,0,2015-06-19,IC BUS,Bus recalled by NAVISTAR,Vehicle - Brakes,14,Automotive recall,Vehicles - Bus,Vehicles - Truck - Med. & H.D.,Transport Canada,automotive recall,2015120
2172,0,2015-06-26,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Brakes,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015192
2173,0,2015-06-26,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Accessories,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015271
2174,0,2015-06-26,YAMAHA,Motorcycle recalled by YAMAHA,Vehicle - Electrical,11,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2015277
2175,0,2015-06-30,IC BUS,Bus recalled by NAVISTAR,Vehicle - Electrical,12,Automotive recall,Vehicles - Bus,Vehicles - Truck - Med. & H.D.,Transport Canada,automotive recall,2015270
2176,0,2015-06-30,SUBARU,Car recalled by SUBARU,Vehicle - Airbag,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015285
2177,0,2015-07-02,NEWMAR,Motorhome recalled by NEWMAR,Vehicle - Suspension,3,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015283
2178,0,2015-07-02,KEYSTONE,RV Trailer recalled by KEYSTONE,Vehicle - Structure,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015287
2179,0,2015-07-02,THOMAS BUILT,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Structure,130,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015290
2180,0,2015-07-02,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Structure,130,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2015291
2181,0,2015-07-02,DODGE,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Suspension,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015292
2182,0,2015-07-03,DODGE,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Engine,5,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015297
2183,0,2015-07-03,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Vehicle - Electrical,3,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2015295
2184,0,2015-07-07,HYUNDAI,Car recalled by HYUNDAI,Vehicle - Seats And Restraints,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015302
2185,0,2015-07-10,CHRYSLER,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Airbag,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015267
2186,0,2015-07-16,SPARTAN,Truck - Med. & H.D. recalled by SPARTAN,Vehicle - Brakes,12,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015310
2187,0,2015-07-21,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Brakes,4,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015241
2188,0,2015-07-22,CONTINENTAL,Tire recalled by CONTINENTAL TIRE,Vehicle - Tires,1,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2015313
2189,0,2015-07-22,VAN HOOL,Bus recalled by VAN HOOL,Vehicle - Steering,1,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015314
2190,0,2015-07-22,PETERBILT,Truck - Med. & H.D. recalled by PACCAR,Vehicle - Electrical,45,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015317
2191,0,2015-07-22,HYUNDAI,Car recalled by HYUNDAI,Vehicle - Label,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015319
2192,0,2015-07-27,VAN HOOL,Bus recalled by VAN HOOL,Vehicle - Electrical,1,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015332
2193,0,2015-07-27,OPEN RANGE,RV Trailer recalled by OPEN RANGE RV,Vehicle - Accessories,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015333
2194,0,2015-07-27,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Airbag,15,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015330
2195,0,2015-07-27,TOYOTA,Car recalled by TOYOTA,Vehicle - Steering,6,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2015103
2196,0,2015-07-27,RAM,Truck - Med. & H.D. recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Suspension,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015328
2197,0,2015-07-27,FOREST RIVER,Light Trailer recalled by FOREST RIVER,Vehicle - Wheels,20,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2015307
2198,0,2015-07-27,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Airbag,4,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015329
2199,0,2015-07-27,CHRYSLER,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Engine,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015327
2200,0,2015-07-28,SAAB,Car recalled by GENERAL MOTORS,Vehicle - Airbag,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015237
2201,0,2015-07-29,GREAT DANE,Heavy Trailer recalled by GREAT DANE,Vehicle - Brakes,2,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2015340
2202,0,2015-07-30,NEWMAR,Motorhome recalled by NEWMAR,Vehicle - Accessories,6,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015339
2203,0,2015-07-31,AUDI,SUV recalled by VOLKSWAGEN,Vehicle - Steering,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015315
2204,0,2015-07-31,LAKOTA,RV Trailer recalled by LAKOTA,Vehicle - Accessories,6,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2013335
2205,0,2015-08-03,TURTLE TOP,Bus recalled by TURTLE TOP,Vehicle - Structure,5,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015342
2206,0,2015-08-03,HERCULES,Tire recalled by HERCULES TIRE & RUBBER,Vehicle - Tires,17,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2015346
2207,0,2015-08-03,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Vehicle - Airbag,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015347
2208,0,2015-08-05,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Steering,18,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2013395
2209,0,2015-08-05,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Steering,15,Automotive recall,Vehicles - Light Truck & Van,Vehicles - Truck - Med. & H.D.,Transport Canada,automotive recall,2013396
2210,0,2015-08-05,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Steering,20,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2013397
2211,0,2015-08-06,DODGE,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Suspension,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015331
2212,0,2015-08-06,NEWMAR,Motorhome recalled by NEWMAR,Vehicle - Suspension,3,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015345
2213,0,2015-08-06,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Vehicle - Electrical,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015349
2214,0,2015-08-10,CHRYSLER,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Electrical,5,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2014404
2215,0,2015-08-11,BF GOODRICH,Tire recalled by MICHELIN,Vehicle - Tires,13,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2015361
2216,0,2015-08-11,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Vehicle - Engine,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015359
2217,0,2015-08-11,SUBARU,Car recalled by SUBARU,Vehicle - Powertrain,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015358
2218,0,2015-08-11,KTM,Motorcycle recalled by KTM,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2015304
2219,0,2015-08-13,FREIGHTLINER,Truck - Med. & H.D. recalled by SHRED-TECH CORP,Vehicle - Accessories,25,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015276
2220,0,2015-08-13,HARLEY-DAVIDSON,Motorcycle recalled by FRED DEELEY,Vehicle - Fuel Supply,2,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2015363
2221,0,2015-08-13,BRITAX,Booster Seat recalled by BRITAX,Vehicle - Seats And Restraints,6,Automotive recall,Vehicles - Booster Seat,Vehicles - Child Car Seat,Transport Canada,automotive recall,2015364
2222,0,2015-08-13,BUICK,Car recalled by GENERAL MOTORS,Vehicle - Lights And Instruments,12,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2015365
2223,0,2015-08-14,FLEETWOOD RV,Motorhome recalled by REV RECREATION GROUP,Vehicle - Structure,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015299
2224,0,2015-08-18,TURTLE TOP,Bus recalled by TURTLE TOP,Vehicle - Electrical,3,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015252
2225,0,2015-08-20,INTERNATIONAL,Bus recalled by NAVISTAR,Vehicle - Electrical,32,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015171
2226,0,2015-08-21,ENTEGRA COACH,Motorhome recalled by ENTEGRA COACH,Vehicle - Brakes,1,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015296
2227,0,2015-08-21,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Visual System,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015368
2228,0,2015-08-21,BMW,Car recalled by BMW,Vehicle - Lights And Instruments,4,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015369
2229,0,2015-08-25,SMART,Car recalled by MERCEDES-BENZ,Vehicle - Steering,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015135
2230,0,2015-08-25,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Steering,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015375
2231,0,2015-08-25,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Brakes,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015374
2232,0,2015-08-26,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Brakes,8,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015352
2233,0,2015-08-27,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Airbag,1,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015229
2234,0,2015-08-28,BMW,Car recalled by BMW,Vehicle - Electrical,21,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015343
2235,0,2015-08-31,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Vehicle - Electrical,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015380
2236,0,2015-08-31,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Powertrain,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015382
2237,0,2015-09-01,NISSAN,Car recalled by NISSAN,Vehicle - Structure,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015083
2238,0,2015-09-01,MITSUBISHI,Car recalled by MITSUBISHI,Vehicle - Brakes,4,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015386
2239,0,2015-09-01,SHASTA,RV Trailer recalled by FOREST RIVER,Vehicle - Wheels,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015387
2240,0,2015-09-03,VOLVO,SUV recalled by VOLVO,Vehicle - Airbag,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015355
2241,0,2015-09-04,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Airbag,9,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015326
2242,0,2015-09-04,VOLVO,Car recalled by VOLVO,Vehicle - Electrical,5,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015388
2243,0,2015-09-08,SHASTA,RV Trailer recalled by FOREST RIVER,Vehicle - Other,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015391
2244,0,2015-09-08,NEW FLYER,Bus recalled by NEW FLYER,Vehicle - Suspension,2,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015392
2245,0,2015-09-10,EVENFLO,Child Car Seat recalled by GOODBABY,Vehicle - Other,10,Automotive recall,Vehicles - Child Car Seat,Transport Canada,General public,automotive recall,2015397
2246,0,2015-09-16,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Vehicle - Other,16,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015398
2247,0,2015-09-21,GREAT DANE,Heavy Trailer recalled by GREAT DANE,Vehicle - Suspension,4,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2014354
2248,0,2015-09-22,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Vehicle - Electrical,1,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2015408
2249,0,2015-09-23,LAND ROVER,SUV recalled by LAND ROVER,Vehicle - Airbag,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015399
2250,0,2015-09-24,VOLVO,SUV recalled by VOLVO,Vehicle - Airbag,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015238
2251,0,2015-09-24,WILSON,Heavy Trailer recalled by WILSON,Vehicle - Accessories,11,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2015308
2252,0,2015-09-24,GREAT DANE,Heavy Trailer recalled by GREAT DANE,Vehicle - Suspension,4,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2015414
2253,0,2015-09-24,SUZUKI,Car recalled by SUZUKI,Vehicle - Steering,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015415
2254,0,2015-09-25,PETERBILT,Truck - Med. & H.D. recalled by PACCAR,Vehicle - Electrical,39,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015189
2255,0,2015-09-25,KEYSTONE,RV Trailer recalled by KEYSTONE,Vehicle - Label,5,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2015353
2256,0,2015-09-28,CHRYSLER,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Structure,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015423
2257,0,2015-09-28,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Vehicle - Engine,16,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015418
2258,0,2015-09-28,MITSUBISHI,Car recalled by MITSUBISHI,Vehicle - Airbag,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015419
2259,0,2015-09-28,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Electrical,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2015421
2260,0,2015-09-28,TIFFIN,Bus recalled by TIFFIN,Vehicle - Seats And Restraints,1,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2014402
2261,0,2015-09-29,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Vehicle - Electrical,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015416
2262,0,2015-09-30,LAND ROVER,SUV recalled by LAND ROVER,Vehicle - Engine,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015072
2263,0,2015-09-30,FORD,SUV recalled by FORD,Vehicle - Powertrain,8,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015438
2264,0,2015-09-30,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Suspension,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015433
2265,0,2015-09-30,MITSUBISHI FUSO,Truck - Med. & H.D. recalled by MITSUBISHI FUSO,Vehicle - Engine,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015138
2266,0,2015-09-30,KAWASAKI,Motorcycle recalled by KAWASAKI,Vehicle - Electrical,21,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2015405
2267,0,2015-09-30,LAND ROVER,SUV recalled by LAND ROVER,Vehicle - Accessories,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2015424
2268,0,2015-09-30,CARGO EXPRESS,Light Trailer recalled by LGS INDUSTRIES,Vehicle - Structure,56,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2015385
2269,0,2015-10-01,SPARTAN,Truck - Med. & H.D. recalled by SPARTAN,Vehicle - Brakes,6,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2014532
2270,0,2015-10-01,UTILIMASTER,Truck - Med. & H.D. recalled by SPARTAN,Vehicle - Accessories,1,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015244
2271,0,2015-10-01,SPARTAN,Truck - Med. & H.D. recalled by SPARTAN,Vehicle - Engine,14,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015289
2272,0,2015-10-02,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Vehicle - Structure,10,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015434
2273,0,2015-10-05,MITSUBISHI,SUV recalled by MITSUBISHI,Vehicle - Electrical,3,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2014398
2274,0,2015-10-05,MITSUBISHI,Car recalled by MITSUBISHI,Vehicle - Brakes,7,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015219
2275,0,2015-10-07,MICRO BIRD,School Bus recalled by MICRO BIRD,Vehicle - Electrical,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2015442
2276,0,2015-10-08,MACK,Truck - Med. & H.D. recalled by MACK,Vehicle - Structure,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015457
2277,0,2015-10-08,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Structure,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015456
2278,0,2015-10-14,BMW,Car recalled by BMW,Vehicle - Airbag,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015446
2279,0,2015-10-14,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Lights And Instruments,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015447
2280,0,2015-10-14,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Electrical,1,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015453
2281,0,2015-10-15,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Vehicle - Engine,5,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015254
2282,0,2015-10-16,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Structure,3,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2015486
2283,0,2015-10-16,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2015482
2284,0,2015-10-16,NEWMAR,Motorhome recalled by NEWMAR,Vehicle - Powertrain,6,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2015467
2285,0,2015-10-16,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Vehicle - Label,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015462
2286,0,2015-10-16,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Vehicle - Engine,3,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015463
2287,0,2015-10-16,AIRSTREAM,RV Trailer recalled by AIRSTREAM,Vehicle - Electrical,12,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2014487
2288,0,2015-10-16,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Vehicle - Seats And Restraints,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2015465
2289,0,2015-10-16,STIRLING,Light Trailer recalled by WESTBROOK GREENHOUSE SYSTEMS LTD.,Vehicle - Structure,2,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2015411
